,cast,revenue
11232,Jeffrey Pierce,0
11233,Claus Nissen,0
11234,Lars von Trier,0
11235,Majken Algren Nielsen,0
11236,Jacqueline Arenal,0
11237,Daniel Hernandez Rodriguez,0
11238,Michael Riley,0
11239,Robert Bockstael,0
11240,Makyla Smith,0
11241,Jas Arora,0
11242,Jayshree T.,0
11243,Annabella Piugattuk,0
11244,Maya Sansa,0
11245,Luigi Lo Cascio,0
11246,Roberto Herlitzka,0
11247,Paolo Briguglia,0
11248,Pier Giorgio Bellocchio,0
11249,Jacques Villeret,0
11250,Thierry Lhermitte,0
11251,BenoÃ®t Magimel,0
11252,Suzanne Flon,0
11253,Chandra Currelley,0
11254,Cheryl Pepsii Riley,0
11255,Pam Taylor,0
11256,Rachel Skarsten,0
11257,Charles Powell,0
11258,Linda Purl,0
11259,Jesse James,108047131
11260,Olivier Saladin,0
11261,George Lucas,0
11262,Steven Spielberg,0
11263,Lawrence Kasdan,0
11264,Matt McKenzie,0
11265,Terrence 'T.C.' Carson,0
11266,Stomy Bugsy,0
11267,Titoff,0
11268,NoÃ©mie Lenoir,0
11269,Jean Yanne,0
11270,Ã‰lodie Navarre,0
11271,Biana Tamimi,0
11272,Patrick Elias,0
11273,GÃ©rard Rudolf,0
11274,Ali Al Ameri,0
11275,Andries Rossouw,0
11276,Maria de Medeiros,11567449
11277,David Fox,0
11278,Ross McMillan,0
11279,Tommy Wiseau,0
11280,Juliette Danielle,0
11281,Greg Sestero,0
11282,Philip Haldiman,0
11283,Carolyn Minnott,0
11284,Debra Monk,0
11285,Rodney Neil,0
11286,Peter Aylward,0
11287,Rodney Saulsberry,0
11288,Kyle Secor,193898209
11289,Mac McDonald,17800000
11290,Tate Donovan,253467036
11291,Peter Donat,109423648
11292,Kathleen Quinlan,154442028
11293,Olek Krupa,79082515
11294,Lenny Von Dohlen,79082515
11295,William Snape,257850122
11296,Steve Huison,257850122
11297,Bruno Kirby,389394081
11298,Eric Stoltz,269477272
11299,Dwight Ewell,12021272
11300,Jamie RenÃ©e Smith,178127760
11301,Jeremy Foley,178127760
11302,Elizabeth Hoffman,178127760
11303,Mike Hagerty,191221253
11304,Justin Cooper,181000000
11305,Anne Haney,181000000
11306,Paige O'Hara,377350553
11307,Robby Benson,377350553
11308,Jerry Orbach,687089669
11309,Suzanne Shepherd,2974222
11310,Joshua Fardon,0
11311,Sidney Poitier,377909616
11312,Megan Edwards,0
11313,Michael Des Barres,35000000
11314,Greg Vaughan,0
11315,Susan Tyrrell,8266343
11316,Steve Kahan,136982834
11317,Jamyang Jamtsho Wangchuk,131457682
11318,Philip Bosco,331141685
11319,John Roselius,3675201
11320,Louis Eppolito,3675201
11321,Robert Blake,39106314
11322,Eve Gordon,0
11323,Robin Bartlett,220723916
11324,Stuart Pankin,3752426
11325,Antoine Basler,0
11326,Affif Ben Badra,0
11327,Randy Travis,0
11328,Aria Noelle Curzon,0
11329,Jerry Van Dyke,0
11330,Jennifer Darling,0
11331,John Mills,258517879
11332,Margaret Colin,351548101
11333,Elle Macpherson,51083025
11334,Alex McArthur,60527873
11335,Brandon Lacroix,0
11336,Alexander Goodwin,25480490
11337,Angelina Torres,29481428
11338,Theresa Randle,317840042
11339,Nicol Williamson,163207554
11340,Nicky Guadagni,501818
11341,Tenzin Thuthob Tsarong,5684789
11342,Tencho Gyalpo,5684789
11343,Tsewang Migyur Khangsar,5684789
11344,Gyurme Tethong,5684789
11345,Robert Lin,15066049
11346,Tom Petty,17626234
11347,Anne Bancroft,500243503
11348,Daniel von Bargen,48169156
11349,Linda Hunt,253981468
11350,James Whitmore,33956608
11351,Clayton Rohner,37140956
11352,Dian Bachar,7027290
11353,Ron Jeremy,0
11354,Michael Dean Jacobs,0
11355,Cicely Tyson,152064047
11356,Alexandra Wentworth,0
11357,Dana Gould,0
11358,Charlie Hofheimer,0
11359,Brad Hunt,16000000
11360,Dennis Rodman,0
11361,Valeria Cavalli,54947
11362,Vicki Lewis,122417389
11363,Eric Christmas,122417389
11364,Caerthan Banks,3263585
11365,Ken Sansom,45554533
11366,June Carter Cash,0
11367,Farrah Fawcett,97179579
11368,Constance Marie,60000000
11369,Lupe Ontiveros,60000000
11370,Victoria Beckham,100000000
11371,Melanie Brown,100000000
11372,Emma Bunton,100000000
11373,Melanie Chisholm,100000000
11374,Geri Halliwell,100000000
11375,Timothy Busfield,107073658
11376,Brenda Bakke,0
11377,Roman Podhora,0
11378,Wendy Makkena,254749649
11379,Julia Campbell,29235353
11380,Stephen King,21028755
11381,Wil Horneff,0
11382,Irma P. Hall,1686429
11383,Natalie Cole,3566637
11384,Ashley Peldon,3566637
11385,Lindsay Ridgeway,3566637
11386,Polly Walker,129500170
11387,William Takaku,0
11388,Robin Shou,173572781
11389,Sandra Hess,51376861
11390,Lynn 'Red' Williams,51376861
11391,Lori Loughlin,10638639
11392,Rodney Dangerfield,131104344
11393,Brendon Ryan Barrett,0
11394,Kim Miyori,31987563
11395,Art Evans,31987563
11396,James Carpenter,31987563
11397,CÃ©line Bonnier,0
11398,Charles Fleischer,329803958
11399,Howard Hesseman,26279000
11400,Brian Glover,0
11401,Tammy Lauren,15738769
11402,Chris Lemmon,15738769
11403,Wendy Benson-Landes,15738769
11404,Wayne Knight,261611225
11405,Jay O. Sanders,735096096
11406,Johnny Yong Bosch,83979739
11407,Jason David Frank,83979739
11408,Catherine Sutherland,122135582
11409,Amy Jo Johnson,83979739
11410,Nicollette Sheridan,10337477
11411,Celia Imrie,2455831
11412,Douglas Sills,273644
11413,Steve Vinovich,273644
11414,Elise Neal,22201636
11415,Richard Wilson,13801755
11416,Rachel Ticotin,313687602
11417,Lothaire Bluteau,0
11418,Julie Entwisle,0
11419,Dan Monahan,180006429
11420,Michael H. Moss,0
11421,John Bennes,0
11422,Matt Malloy,0
11423,Michael Martin,0
11424,Mark Rector,0
11425,Robert Lindsay,9381260
11426,Pat Skipper,0
11427,Miles Meehan,0
11428,Kylie Travis,0
11429,Shannon Whirry,0
11430,Jesse Borrego,0
11431,Howard Stern,41230799
11432,Kelly Bishop,41230799
11433,Nina Siemaszko,0
11434,Geoffrey Palmer,0
11435,Antony Sher,0
11436,Eamonn Owens,0
11437,Alan Boyle,0
11438,Fiona Shaw,12521496
11439,Andrew Fullerton,0
11440,Michael Massee,18600000
11441,Stacey Travis,13012324
11442,Armand Assante,354881545
11443,August Schellenberg,184234638
11444,Vincent Berry,0
11445,Maureen Stapleton,89672746
11446,Fran Drescher,27575086
11447,Michael Lerner,67018809
11448,Patrick Malahide,18517322
11449,Jurnee Smollett,0
11450,Debbi Morgan,0
11451,Niall Shanahan,0
11452,Robert Kotecki,11838218
11453,Rick Cramer,11838218
11454,Kenn Whitaker,11838218
11455,Rachel True,42750598
11456,Nathan Bexton,5244852
11457,Dyan Cannon,49579269
11458,Gloria DeHaven,0
11459,Laila Morse,0
11460,Edna DorÃ©,0
11461,Michael Halsey,0
11462,Deborah Van Valkenburgh,0
11463,Tina Cote,0
11464,Alison Elliott,0
11465,Elpidia Carrillo,98235548
11466,Clarence Williams III,68392988
11467,Alison Eastwood,73248834
11468,George C. Scott,232525912
11469,Dorian Harewood,110707847
11470,Holly Aird,0
11471,Mara Wilson,33459416
11472,Robert Pastorelli,242295562
11473,Deborah Odell,0
11474,Saundra McClain,0
11475,Harold Sylvester,27900000
11476,Phil Buckman,26570463
11477,Danny Masterson,0
11478,Brigid Tierney,6330054
11479,Claudia Stedelin,6482195
11480,Brent Hinkley,6482195
11481,Natalie Desselle,7240837
11482,Troy Beyer,7240837
11483,Fernanda Torres,310724
11484,Pedro Cardoso,310724
11485,Luiz Fernando GuimarÃ£es,310724
11486,ClÃ¡udia Abreu,310724
11487,Tamala Jones,38257449
11488,Amy Monique Waddell,20060051
11489,Lela Rochon,109782963
11490,Harry Dean Stanton,198525864
11491,Michael McShane,0
11492,Amzie Strickland,0
11493,Jeremy Theobald,0
11494,Jessica Lundy,0
11495,Jacob Sewell,0
11496,Darby Dougherty,0
11497,James Lawhorn,0
11498,Linda Manz,0
11499,Richard Anconina,29456000
11500,Richard Bohringer,29456000
11501,Mark Boone Junior,115229069
11502,Denise Crosby,57469467
11503,Barbara Adams,0
11504,Majel Barrett,0
11505,James Doohan,622900000
11506,DeForest Kelley,483900000
11507,Thomas Ian Griffith,38956288
11508,Litefoot,0
11509,Roy Brocksmith,0
11510,Ross Malinger,292150055
11511,Janine Turner,255000211
11512,Cameron Finley,0
11513,Adam Zolotin,0
11514,Joanna Going,11550410
11515,Sinbad,129832389
11516,Abe Vigoda,17014653
11517,Shar Jackson,0
11518,Brandon Hammond,0
11519,Anne Tenney,861789
11520,Stephen Curry,861789
11521,Anthony Simcoe,861789
11522,LlÅ·r Ifans,0
11523,Dorien Thomas,0
11524,Ronnie Williams,0
11525,Jean-Pierre Bacri,0
11526,Isabelle GÃ©linas,0
11527,Caroline Cellier,0
11528,Scott MacDonald,96889998
11529,Christopher Allport,0
11530,F. William Parker,222559
11531,Isabelle Ferron,0
11532,Isabel Otero,0
11533,HÃ©lÃ¨ne SurgÃ¨re,0
11534,Maria Porter,1334786
11535,James Saito,1334786
11536,Philippe Harel,0
11537,Karin Viard,0
11538,Santino Fontana,1274219009
11539,Orto Ignatiussen,716392705
11540,Phaldut Sharma,716392705
11541,Lupita Nyong'o,187000000
11542,Yuliya Snigir,304654182
11543,Max Burkholder,89328627
11544,Abigail Hargrove,531865000
11545,Natalie Dormer,90247624
11546,D.J. Cotrona,371876278
11547,Jerry Grayson,32935319
11548,Pihla Viitala,224803475
11549,Hiroyuki Sanada,824425381
11550,Kou Shibasaki,150962475
11551,Michael Emerson,103911669
11552,Mark Valley,0
11553,Jemima West,90565421
11554,Yousuf Azami,149295601
11555,Rachel Korine,31724284
11556,Ella Rae Peck,68572378
11557,John D'Leo,36894225
11558,Roger Allam,76586316
11559,Heike Makatsch,82575956
11560,Gotthard Lange,76586316
11561,Rainer Reiners,76586316
11562,Izabela Vidovic,43058898
11563,Max Martini,587007411
11564,Yul Vazquez,95000000
11565,Adam Levine,63464861
11566,Keith Stanfield,1600000
11567,David Costabile,62616646
11568,Georgina Cates,151831537
11569,Glenn Morshower,243843127
11570,Taran Killam,158674180
11571,Rory Cochrane,54066989
11572,Dan Yeager,47241945
11573,Marilyn Burns,47241945
11574,Dayo Okeniyi,6854611
11575,Masam Holden,6854611
11576,Matt Cross,24261569
11577,Danny Sapani,24261569
11578,Tim Conway,10224116
11579,Agata Buzek,8352885
11580,Vicky McClure,16529429
11581,Lee Asquith-Coe,30119156
11582,Danielle Bisutti,0
11583,Kenneth Cranham,29691350
11584,Tom Lipinski,20275812
11585,Isabelle NÃ©lisse,146497771
11586,Daniel Kash,146497771
11587,John Tench,0
11588,Tom Payne,57284237
11589,Ann Harada,18000000
11590,Ben Levin,18000000
11591,Dan Levy,18000000
11592,Malena Morgan,0
11593,Christos Vasilopoulos,0
11594,Daniel Sobieray,0
11595,Kayla Jane,0
11596,Elle Alexandra,0
11597,David Banner,115922175
11598,Michael Rainey Jr.,115922175
11599,LaJessie Smith,115922175
11600,Charlie Saxton,32438988
11601,Jaime Ray Newman,0
11602,Brian Bloom,0
11603,David Lyons,97594140
11604,Christian Camargo,0
11605,Dimitri Diatchenko,0
11606,Katie Chang,19145732
11607,Claire Julien,19145732
11608,Lydia Hull,3639345
11609,Conrad Kemp,0
11610,Inge Beckmann,0
11611,Tinarie Van Wyk-Loots,0
11612,Naima McLean,0
11613,Gys de Villiers,0
11614,Leyla Haidarian,0
11615,Tshepo Maseko,0
11616,Gordon Brown,10337387
11617,Vithaya Pansringarm,10337387
11618,Ursula Parker,16971
11619,Lauren Lapkus,0
11620,Sylvia Hoeks,19255873
11621,Maximilian Dirr,19255873
11622,Indira Varma,4109095
11623,Mark Pellegrino,0
11624,Michael MacKenzie,22309223
11625,Ti West,343341
11626,Nico Tortorella,0
11627,Gabriel Rush,5867686
11628,T.R. Knight,95020213
11629,Peter Hermann,0
11630,Michael Drayer,0
11631,Liam James,23198652
11632,Tao Okamoto,415440673
11633,Rila Fukushima,415440673
11634,Svetlana Khodchenkova,415440673
11635,Kelli Garner,11293663
11636,Erica Ash,78378744
11637,Vanessa Paradis,2681345
11638,Conan Stevens,0
11639,Hugo Armstrong,102617
11640,Emily Baldoni,102617
11641,Nicholas Brendon,102617
11642,Elizabeth Gracen,102617
11643,Lauren Maher,102617
11644,Tiger Hu Chen,2054941
11645,Jeremy Marinas,2054941
11646,Steven Dasz,2054941
11647,Karen Mok,2054941
11648,Matthew C. Martino,523511
11649,Margo Martindale,74188937
11650,Mickey Sumner,4069826
11651,Michael Esper,4069826
11652,Sianoa Smit-McPhee,0
11653,Amanda Grace Cooper,0
11654,Reanin Johannink,0
11655,Lawrence Michael Levine,21833
11656,Kelsy Abbott,21833
11657,Hannah Hughes,21833
11658,L.C. Holt,21833
11659,Joanne Froggatt,0
11660,David Bradley,0
11661,Jessica Raine,0
11662,Mads Mikkelsen,802625467
11663,Seamus Davey-Fitzpatrick,130364803
11664,Jennifer Prior,11176469
11665,Charlotte Prior,11176469
11666,Erin Moriarty,0
11667,Richard Cabral,86362372
11668,Eddie J. Fernandez,86362372
11669,Jorge Diaz,86362372
11670,David Fernandez Jr.,86362372
11671,Kristen Holden-Ried,0
11672,Emily Alatalo,0
11673,David Knoll,0
11674,Greg Grunberg,0
11675,Lombardo Boyar,384335608
11676,Clare Kramer,0
11677,Patrick Rutnam,0
11678,Ashan Dias,0
11679,Mohamed Adamaly,0
11680,Andrew W. Walker,0
11681,Kaniehtiio Horn,0
11682,Barry Sloane,0
11683,Trevor St. John,25174316
11684,Michaela Watkins,2963902
11685,Josh Holloway,35619689
11686,Christian Pitre,0
11687,Barak Hardley,0
11688,Joey Ansah,0
11689,Mark Wingett,0
11690,Roberta Taylor,0
11691,Elizabeth Olin,39881
11692,Diana Lyubenova,39881
11693,Gottfrid Svartholm,34664
11694,Fredrik Neij,34664
11695,Peter Sunde,34664
11696,Martina Gedeck,0
11697,Jemma Dallender,809
11698,Yavor Baharov,809
11699,Aleksandar Aleksiev,809
11700,Nick Gomez,0
11701,Tony Bentley,0
11702,Judd Lormand,15179302
11703,Torrey DeVitto,0
11704,Ahna O'Reilly,17385830
11705,Dave Rosenbaum,0
11706,Regis Schuller,0
11707,Alexandra Roach,10900434
11708,Brianne Siddall,0
11709,Joey Camen,0
11710,Elisa Gabrielli,0
11711,Shanelle Workman,0
11712,Michael Teigen,0
11713,Cooper Roth,0
11714,Jeremy Shinder,0
11715,Ty Panitz,0
11716,Hugh O'Conor,0
11717,Peter McDonald,0
11718,Brian Gleeson,0
11719,Tracie Thoms,0
11720,Sherilyn Fenn,11945418
11721,Annie Mumolo,0
11722,Will Brittain,0
11723,Jennifer Prediger,0
11724,Julie Dell Phillips,0
11725,P.J. BoudousquÃ©,0
11726,Chris Petrovski,0
11727,Octavius J. Johnson,0
11728,Nicholas Bateman,0
11729,Daniel Manche,0
11730,Shane Carruth,868858
11731,Carolyn King,444098
11732,Kathryn Fiore,0
11733,Flip Schultz,0
11734,Arturo del Puerto,0
11735,Petchtai Wongkamlao,3302463
11736,Marrese Crump,3302463
11737,JeeJa Yanin,3302463
11738,Naomi Andrews,0
11739,Clive Standen,641
11740,Vanessa Marshall,0
11741,Elya Baskin,77230283
11742,Mike Katz,0
11743,Angie Cepeda,0
11744,John Francis Daley,0
11745,Robin Weigert,0
11746,Johnathan Tchaikovsky,0
11747,Julie Fain Lawrence,0
11748,Laila Robins,69277884
11749,Nikolai Sotirov,0
11750,Marian Valev,0
11751,Kevin Sizemore,0
11752,Joseph Williamson,0
11753,Greg Haines,0
11754,Patrick St. Esprit,0
11755,Sean Flynn,0
11756,Rajpal Yadav,1030375
11757,Wyatt Russell,81381
11758,Mike Tyson,0
11759,Joanna Scanlan,1234254
11760,Sting,0
11761,Sheryl Crow,0
11762,Steve Berg,0
11763,Kyle Davis,25399945
11764,Devin McGinn,0
11765,Gene Jones,9221
11766,Brice Beaugier,2225098
11767,Jason Aldean,6147
11768,Katie Crown,0
11769,Bill Mondy,0
11770,Daniel Sharman,0
11771,Jeff Grace,0
11772,Garrison Keillor,0
11773,Jacob Bertrand,0
11774,Thomas F. Wilson,645894320
11775,Cindy Busby,0
11776,Tom Stevens   ,0
11777,MaÃ¯wenn,0
11778,Sara Forestier,0
11779,Stephanie Lemelin,0
11780,David Garrett,11294
11781,Andrea Deck,11294
11782,Scott Haze,17800000
11783,Shannon Ashlyn,9630444
11784,Phillipe Klaus,9630444
11785,Gerard Kennedy,9630444
11786,Niki Lauda,0
11787,Michael Schumacher,0
11788,Lewis Hamilton,0
11789,Jenson Button,0
11790,James Hetfield,7972967
11791,Lars Ulrich,7972967
11792,Kirk Hammett,7972967
11793,Ryan Malgarini,0
11794,John Noble,2915767
11795,Josef Altin,0
11796,Sam Underwood,0
11797,Ben Falcone,25288872
11798,Eric Lively,1675484
11799,Kara Tointon,0
11800,Matt Doran,0
11801,Melanie Zanetti,0
11802,Jen Sung,0
11803,Tom Wopat,0
11804,Bret McKenzie,2159041
11805,David Terrell,32230907
11806,David Jason Perez,32230907
11807,Justine Herron,32230907
11808,Harry Ratchford,32230907
11809,Kim Kardashian,0
11810,Kirill Emelyanov,0
11811,Daniil Vorobyov,0
11812,EdÃ©a Darcque,0
11813,Camila Chanirova,0
11814,Johnny Galecki,77239654
11815,Natalie Hall,0
11816,Suzanne Dengel,0
11817,Vlad Ivanov,0
11818,LuminiÈ›a Gheorghiu,0
11819,Bogdan Dumitrache,0
11820,Florin Zamfirescu,0
11821,Mimi Branescu,0
11822,Jenny Gabrielle,0
11823,Bonnie Wright,0
11824,Mariee Devereux,0
11825,Regen Wilson,0
11826,Geraldine Hughes,155721132
11827,Paul Scheer,0
11828,Brian Doe,0
11829,Patrick Gilmore,0
11830,Simon Hill,0
11831,Kimberley Walsh,0
11832,Alex Wolff,0
11833,Holly Goss,0
11834,Luke Albright,0
11835,Steve Bacic,0
11836,Justin Deeley,0
11837,Erik Aude,21660
11838,IvÃ¡n GonzÃ¡lez,21660
11839,Peter Pedrero,21660
11840,Lance Armstrong,383294
11841,Betsy Andreu,383294
11842,Frankie Andreu,383294
11843,Johan Bruyneel,383294
11844,David Eigenberg,0
11845,Niamh Wilson,9494789
11846,Vidal Sancho,0
11847,David Haydn,0
11848,Amy De BhrÃºn,0
11849,Claire Cordingley,0
11850,Mira Barkhammar,180590
11851,Mira Grosin,180590
11852,Liv LeMoyne,180590
11853,David Dencik,180590
11854,Johan Liljemark,180590
11855,Gus Van Sant,56825
11856,James Deen,56825
11857,Amanda Brooks,56825
11858,Bobby Hackney,125
11859,Dannis Hackney,125
11860,David Hackney,125
11861,Stephanie Sigman,0
11862,Jackson Gallagher,0
11863,Peta Sergeant,0
11864,Derek Hough,122
11865,BoA,122
11866,Miki Ishikawa,122
11867,Martin Copping,0
11868,Terry Guthrie,0
11869,Jason Regier,0
11870,Amy Brenneman,176493359
11871,Ali Hillis,0
11872,Lee Meriwether,0
11873,Logan Bartholomew,0
11874,Carlos Santos,9195
11875,J.R. Villarreal,18957620
11876,Tony Cavalero,9195
11877,Meghan Falcone,9195
11878,Miracle Laurie,0
11879,Christie Burson,0
11880,Peter Michael Goetz,4711220
11881,Pierre Mascolo,0
11882,Daniel Fraser,0
11883,Eleanor Wyld,0
11884,Owen Pugh,0
11885,David Broughton-Davies,0
11886,Emma Powell,0
11887,Paul McCarthy-Boyington,0
11888,Eddie McGee,0
11889,Brianna Lauren Jackson,0
11890,B. Anthony Cohen,0
11891,Trista Robinson,0
11892,Armando Riesco,0
11893,Mia Austen,0
11894,Robert Reich,0
11895,Tyne Daly,46236000
11896,Mary Tyler Moore,14702438
11897,Aubrey Dollar,7965
11898,Daniel J. Travanti,7965
11899,Janet Ulrich Brooks,7965
11900,Ben Diskin,0
11901,Marieve Herington,0
11902,Liza West,0
11903,Tracy Pfau,76447420
11904,Bill Lader,0
11905,Tracy Spiridakos,0
11906,Shannon Chan-Kent,0
11907,Najarra Townsend,0
11908,Caroline Williams,9545668
11909,Katie Stegeman,0
11910,Alice Macdonald,0
11911,Graham Skipper,0
11912,Josh Ethier,0
11913,Vanessa Leigh,0
11914,Susan T. Travers,0
11915,Anthony Amaral III,0
11916,Kim Ashdown,0
11917,Ken Balcomb,0
11918,Samantha Berg,0
11919,John Hargrove,0
11920,Mark Simmons,0
11921,John Glover,87163380
11922,Trent Reznor,0
11923,Mick Fleetwood,0
11924,John Fogerty,0
11925,Mitch Rouse,0
11926,David House,0
11927,Mackenzie Rosman,0
11928,Shawn C. Phillips,0
11929,Richard Moll,0
11930,Jayme Bohn,0
11931,Eliot Brasseaux,0
11932,Gordon Kennedy,0
11933,Patrick Godfrey,0
11934,Chris Temple,0
11935,Ryan Christoffersen,0
11936,Zach Ingrasci,0
11937,Sean Leonard,296727415
11938,Siam Yu,0
11939,Gage Munroe,0
11940,Michael Friend,0
11941,Aidan Gouveia,0
11942,Mackenzie Munro,0
11943,Crystal Reed,0
11944,Caitriona Balfe,0
11945,Marc McKevitt Ewins,0
11946,Judit Fekete,0
11947,Andray Johnson,0
11948,Zach Galligan,194565309
11949,Josh Pais,201965915
11950,Noah Danby,0
11951,Kayla Ewell,0
11952,Brittney Alger,0
11953,Chris Ashworth,0
11954,Cody Ray Thompson,0
11955,Adam Christie,0
11956,Romaine Waite,0
11957,Ryan Barrett,0
11958,Carlo Cecchi,9495408
11959,Libero De Rienzo,0
11960,Vinicio Marchioni,0
11961,Iaia Forte,0
11962,Alejandro Jodorowsky,0
11963,Michel Seydoux,0
11964,H.R. Giger,0
11965,Chris Foss,0
11966,Brontis Jodorowsky,0
11967,Skylan Brooks,0
11968,Ethan Dizon,0
11969,Jordin Sparks,0
11970,George MacKay,0
11971,Harley Bird,0
11972,Sean Parker,0
11973,Shawn Fanning,0
11974,Noel Gallagher,0
11975,Ari Shaffir,228
11976,Nasser Al Aulaqi,0
11977,Saleha Al Aulaqi,0
11978,Muqbal Al Kazemi,0
11979,Abdul Rahman Barman,0
11980,Saleh Bin Fareed,0
11981,Derek RochÃ©,0
11982,Rebecca Creskoff,0
11983,Onata Aprile,1066471
11984,Joanna Vanderham,1066471
11985,Dan Petronijevic,0
11986,Benjamin Ayres,0
11987,Riaad Moosa,27330000
11988,Fana Mokoena,65330000
11989,Tequan Richmond,0
11990,Maclain Nelson,0
11991,Rachel G. Fox,0
11992,Alan Ruck,110726369
11993,Shirley Jones,22134877
11994,Sophie Kennedy Clark,100129872
11995,Bettie Page,0
11996,Dita Von Teese,0
11997,Hugh M. Hefner,0
11998,Toby Wallace,0
11999,Sebastian Gregory,0
12000,Jack Pearson,0
12001,Ingvar Eggert SigurÃ°sson,92087
12002,Charlotte BÃ¸ving,11
12003,Steinn Ãrmann MagnÃºsson,11
12004,KristbjÃ¶rg Kjeld,11
12005,Helgi BjÃ¶rnsson,11
12006,AgustÃ­n Silva,0
12007,Lance LeGault,0
12008,Joyce Payne,0
12009,Gina Grande,0
12010,Giada Colagrande,0
12011,Igino Angelini,0
12012,Teodorico Arbore,0
12013,Kevin Pearce,0
12014,Shaun White,0
12015,Scotty Lago,0
12016,Jake Burton,0
12017,Mason Aguirre,0
12018,Donald Rumsfeld,0
12019,Kenn Medeiros,0
12020,Charles Edwards,21766271
12021,Douglas Hodge,21766271
12022,Scott Marlowe,0
12023,Matthew Risch,0
12024,Kevin Clarke,0
12025,Kristoffer Cusick,0
12026,Damon K. Sperber,0
12027,Johan Earl,0
12028,Tim Pocock,0
12029,Denai Gracie,0
12030,Sarah Mawbey,0
12031,Sterling Griffith,0
12032,Natalie Alyn Lind,0
12033,Mary-Charles Jones,0
12034,Jack Griffo,0
12035,Elena Kampouris,0
12036,Kate Trotter,0
12037,Alex Veadov,54926886
12038,Shawn Carter,0
12039,Missy Keating,0
12040,Marcella Plunkett,0
12041,PÃ¡draic Delaney,22889018
12042,Anabel Sweeney,0
12043,David Blaine,0
12044,Alberto Ammann,0
12045,Calu Rivero,0
12046,Arturo Puig,0
12047,Anna Maxwell Martin,0
12048,Simon Greenall,0
12049,Cassi Thomson,0
12050,Dejan Loyola,0
12051,Graham Wardle,0
12052,Jesse Wheeler,0
12053,Matt Riedy,0
12054,David Schlachtenhaufen,0
12055,Adam Shapiro,0
12056,Matt Lasky,0
12057,Whip Hubley,0
12058,William Russell,0
12059,Amir Khalighi,0
12060,Jamie Atkins,0
12061,Vicki Glover,0
12062,Tanya Winsor,0
12063,Sara Canning,0
12064,Ryan McPartlin,0
12065,Martin Aleksa,0
12066,Nima Arkani-Hamed,0
12067,Savas Dimopoulos,0
12068,Monica Dunford,0
12069,Fabiola Gianotti,0
12070,Toby Murray,0
12071,Maggie Steed,0
12072,Sarah Jaffe,0
12073,Ryan Pope,32846
12074,Drea de Matteo,35294470
12075,Eddie Pepitone,0
12076,Svetlana Metkina,0
12077,Andrew Roux,0
12078,Joshua Sasse,0
12079,Robert Gwilym,0
12080,Alexander Mercury,0
12081,Luke Newberry,0
12082,Conner Chapman,0
12083,Shaun Thomas,0
12084,Sean Gilder,0
12085,Lorraine Ashbourne,0
12086,Ian Burfield,0
